Pc_name,no,type,state,candidate_name,party,electors,votes,Turnout,margin,margin%,year
Farrukhabad,64,GEN,Uttar Pradesh [2000 Onwards],Chandra Bhushan Singh (MUNNOO BABU),Samajwadi Party,"13,66,501","6,65,458",48.70%,"2,745",0.40%,2004
Fatehpur,54,GEN,Uttar Pradesh [2000 Onwards],Mahendra Prasad Nishad,Bahujan Samaj Party,"12,79,387","5,06,655",39.60%,"52,568",10.40%,2004
Ferozepur,13,GEN,Punjab,Zora Singh Maan,Shiromani Akali Dal,"13,02,221","8,67,635",66.60%,"11,539",1.30%,2004
Firozabad,68,SC,Uttar Pradesh [2000 Onwards],Ram Ji Lal Suman,Samajwadi Party,"13,05,888","5,31,305",40.70%,"54,788",10.30%,2004
Gandhinagar,11,GEN,Gujarat,Lal Krishna Advani,Bharatiya Janta Party,"21,26,829","8,45,212",39.70%,"2,17,138",25.70%,2004
Ganganagar,1,SC,Rajasthan,Nihalchand Meghwal,Bharatiya Janta Party,"13,37,857","7,20,451",53.90%,"7,393",1.00%,2004
Garhwal,2,GEN,Uttarakhand,Maj. Gen. ( RETD) BHUWAN CHANDRA KHANDURI (AVSM),Bharatiya Janta Party,"10,81,299","4,99,546",46.20%,"50,962",10.20%,2004
Gauhati,7,GEN,Assam,Kirip Chaliha,Indian National Congress,"14,41,360","8,81,696",61.20%,"61,151",6.90%,2004
Gaya,40,SC,Bihar [2000 Onwards],Rajesh Kumar Manjhi,Rashtriya Janata Dal,"14,36,323","8,83,374",61.50%,"1,02,934",11.70%,2004
Ghatampur,59,GEN,Uttar Pradesh [2000 Onwards],Radhey Shyam Kori,Samajwadi Party,"12,07,492","5,04,722",41.80%,"10,312",2.00%,2004
Ghazipur,46,GEN,Uttar Pradesh [2000 Onwards],Afajal Ansari,Samajwadi Party,"14,76,687","8,69,032",58.90%,"2,26,777",26.10%,2004
Ghosi,40,GEN,Uttar Pradesh [2000 Onwards],Chandradeo Prasad Rajbhar,Samajwadi Party,"14,27,284","7,21,463",50.60%,"21,012",2.90%,2004
Giridih,6,GEN,Jharkhand,Tek Lal Mahto,Jharkhand Mukti Morcha,"13,12,691","7,14,371",54.40%,"1,49,794",21.00%,2004
Gobichettipalayam,19,SC,Tamil Nadu,"Elangovan, E. V. K. S.",Indian National Congress,"10,52,350","6,77,523",64.40%,"2,14,477",31.70%,2004
Godda,3,GEN,Jharkhand,Furkan Ansari,Indian National Congress,"13,38,939","8,31,337",62.10%,"26,754",3.20%,2004
Godhra,18,GEN,Gujarat,Solanki Bhupendrasinh Prabhatsinh,Bharatiya Janta Party,"11,43,516","5,37,101",47.00%,"53,719",10.00%,2004
Gonda,29,GEN,Uttar Pradesh [2000 Onwards],Kirti Vardhan Singh Alias Raja Bhaiya,Samajwadi Party,"13,91,430","6,06,618",43.60%,"36,998",6.10%,2004
Gopalganj,4,GEN,Bihar [2000 Onwards],Anirudh Prasad Alias Sadhu Yadav,Rashtriya Janata Dal,"12,31,178","6,94,487",56.40%,"1,92,919",27.80%,2004
Gorakhpur,34,SC,Uttar Pradesh [2000 Onwards],Aditya Nath,Bharatiya Janta Party,"14,32,002","6,89,217",48.10%,"1,42,039",20.60%,2004
Gulbarga,2,GEN,Karnataka,Iqbal Ahmed Saradgi,Indian National Congress,"14,39,006","8,27,038",57.50%,"57,471",6.90%,2004
Guna,4,GEN,Madhya Pradesh [2000 Onwards],Jyotiraditya Madhavrao Scindia,Indian National Congress,"14,22,045","6,68,208",47.00%,"86,360",12.90%,2004
Guntur,15,GEN,Andhra Pradesh,Rayapati Sambasiva Rao,Indian National Congress,"11,72,954","8,20,124",69.90%,"1,29,792",15.80%,2004
Gurdaspur,1,GEN,Punjab,Vinod Khanna,Bharatiya Janta Party,"12,10,260","7,85,813",64.90%,"24,983",3.20%,2004
Gwalior,3,GEN,Madhya Pradesh [2000 Onwards],Ramsevak Singh ( BABUJI),Indian National Congress,"13,81,464","5,64,497",40.90%,"35,864",6.40%,2004
Hajipur,8,GEN,Bihar [2000 Onwards],Ram Vilas Paswan,Lok Jan Shakti Party,"12,08,834","7,73,565",64.00%,"2,37,801",30.70%,2004
Hamirpur,4,SC,Himachal Pradesh,Suresh Chandel,Bharatiya Janta Party,"10,64,238","6,49,994",61.10%,"1,615",0.20%,2004
Hamirpur,56,SC,Uttar Pradesh [2000 Onwards],Rajnarayan Alias Rajju Mahraj,Samajwadi Party,"11,85,235","6,04,055",51.00%,"37,154",6.20%,2004
Hanamkonda,38,GEN,Andhra Pradesh,B.Vinod Kumar,Telangana Rashtra Samithi,"12,07,089","8,31,324",68.90%,"2,17,067",26.10%,2004
Hapur,75,GEN,Uttar Pradesh [2000 Onwards],Surendra Prakash Goyal,Indian National Congress,"18,06,830","7,99,663",44.30%,"42,363",5.30%,2004
Hardoi,15,GEN,Uttar Pradesh [2000 Onwards],Usha Verma,Samajwadi Party,"12,13,260","5,22,063",43.00%,"39,203",7.50%,2004
Hardwar,5,GEN,Uttarakhand,Rajendra Kumar,Samajwadi Party,"9,14,440","4,86,341",53.20%,"37,659",7.70%,2004
Hassan,19,GEN,Karnataka,H D Devegowda,Janata Dal (Secular),"12,92,878","9,10,103",70.40%,"1,90,305",20.90%,2004
Hathras,71,GEN,Uttar Pradesh [2000 Onwards],Kishan Lal Diler,Bharatiya Janta Party,"12,12,983","4,92,076",40.60%,"22,837",4.60%,2004
Hazaribagh,14,GEN,Jharkhand,Bhubneshwar Prasad Mehta,Communist Party Of India,"11,80,058","7,05,438",59.80%,"1,05,328",14.90%,2004
Hindupur,24,GEN,Andhra Pradesh,Nizamoddin,Indian National Congress,"11,79,211","8,65,406",73.40%,"1,840",0.20%,2004
Hingoli,29,GEN,Maharashtra,Suryakanta Patil,Nationalist Congress Party,"11,89,303","7,27,547",61.20%,"12,545",1.70%,2004
Hissar,9,GEN,Haryana,Jai Parkash,Indian National Congress,"11,36,762","7,69,679",67.70%,"1,82,768",23.70%,2004
Hooghly,27,GEN,West Bengal,Rupchand Pal,Communist Party Of India (MARXIST),"11,61,683","9,19,683",79.20%,"1,66,966",18.20%,2004
Hoshangabad,18,GEN,Madhya Pradesh [2000 Onwards],Sartaj Singh,Bharatiya Janta Party,"12,87,203","6,33,736",49.20%,"1,36,409",21.50%,2004
Hoshiarpur,6,GEN,Punjab,Avinash Rai Khanna,Bharatiya Janta Party,"11,37,423","6,55,662",57.60%,"1,04,371",15.90%,2004
Howrah,24,GEN,West Bengal,Swadesh Chakrabortty,Communist Party Of India (MARXIST),"12,40,427","9,09,246",73.30%,"2,46,937",27.20%,2004
Hyderabad,30,GEN,Andhra Pradesh,Asaduddin Owaisi,All India Majlis-E-Ittehadul Muslimoon,"17,70,725","9,86,387",55.70%,"1,00,145",10.20%,2004
Ichalkaranji,47,GEN,Maharashtra,Mane Nivedita Sambhajirao,Nationalist Congress Party,"12,15,059","7,90,264",65.00%,"1,01,049",12.80%,2004
Idukki,14,GEN,Kerala,K. Francis George,Kerala Congress,"10,34,338","7,27,964",70.40%,"69,384",9.50%,2004
Indore,26,GEN,Madhya Pradesh [2000 Onwards],Sumitra Mahajan (TAI),Bharatiya Janta Party,"16,78,030","8,54,240",50.90%,"1,93,936",22.70%,2004
Inner Manipur,1,GEN,Manipur,Dr. Thokchom Meinya,Indian National Congress,"7,40,718","4,16,376",56.20%,"49,333",11.80%,2004
Jabalpur,14,ST,Madhya Pradesh [2000 Onwards],Rakesh Singh,Bharatiya Janta Party,"13,47,885","5,72,548",42.50%,"99,531",17.40%,2004
Jadavpur,18,GEN,West Bengal,Sujan Chakraborty,Communist Party Of India (MARXIST),"13,54,946","10,19,775",75.30%,"89,668",8.80%,2004
Jagatsinghpur,7,SC,Orissa,Brahmananda Panda,Biju Janata Dal,"13,01,496","9,28,017",71.30%,"57,262",6.20%,2004
Jahanabad,38,SC,Bihar [2000 Onwards],Ganesh Prasad Singh,Rashtriya Janata Dal,"12,46,756","8,63,788",69.30%,"46,438",5.40%,2004
Jaipur,6,GEN,Rajasthan,Girdhari Lal Bhargava,Bharatiya Janta Party,"18,96,856","8,80,276",46.40%,"1,07,186",12.20%,2004
Jajpur,4,ST,Orissa,Mohan Jena,Biju Janata Dal,"12,78,758","8,76,068",68.50%,"51,466",5.90%,2004
Jalaun,58,GEN,Uttar Pradesh [2000 Onwards],Bhanu Pratap Singh Verma,Bharatiya Janta Party,"13,10,156","5,79,748",44.30%,"26,791",4.60%,2004
Jalesar,66,GEN,Uttar Pradesh [2000 Onwards],Pro. S.P Singh Baghel,Samajwadi Party,"12,40,919","6,50,313",52.40%,"1,06,068",16.30%,2004
Jalgaon,17,GEN,Maharashtra,Y. G. Mahajan (SIR),Bharatiya Janta Party,"12,39,241","6,16,072",49.70%,"20,646",3.40%,2004
Jalna,32,GEN,Maharashtra,Danve Raosaheb Dadarao Patil,Bharatiya Janta Party,"12,42,929","7,55,991",60.80%,"61,332",8.10%,2004
Jalore,22,GEN,Rajasthan,B. Susheela,Bharatiya Janta Party,"14,28,584","6,54,757",45.80%,"39,192",6.00%,2004
Jalpaiguri,3,SC,West Bengal,Minati Sen,Communist Party Of India (MARXIST),"11,04,784","8,84,971",80.10%,"1,80,605",20.40%,2004
Jammu,6,GEN,Jammu & Kashmir,Madan Lal Sharma,Indian National Congress,"18,49,989","8,20,595",44.40%,"17,568",2.10%,2004
Jamnagar,3,GEN,Gujarat,Ahir Vikrambhai Arjanbhai Madam,Indian National Congress,"10,72,175","4,33,392",40.40%,"5,593",1.30%,2004
Jamshedpur,9,GEN,Jharkhand,Sunil Kumar Mahato,Jharkhand Mukti Morcha,"13,72,125","7,76,508",56.60%,"1,05,633",13.60%,2004
Jangipur,8,GEN,West Bengal,Pranab Mukherjee,Indian National Congress,"10,82,151","8,81,248",81.40%,"36,860",4.20%,2004
Janjgir,3,SC,Chhattisgarh,Karuna Shukla,Bharatiya Janta Party,"13,74,418","7,17,350",52.20%,"11,329",1.60%,2004
Jaunpur,44,GEN,Uttar Pradesh [2000 Onwards],Parasnath Yadava,Samajwadi Party,"15,15,676","7,14,077",47.10%,"27,125",3.80%,2004
Jhabua,28,GEN,Madhya Pradesh [2000 Onwards],Kantilal Bhuria,Indian National Congress,"12,90,101","6,28,135",48.70%,"80,282",12.80%,2004
Jhalawar,15,GEN,Rajasthan,Dushyant Singh,Bharatiya Janta Party,"11,88,576","5,67,172",47.70%,"81,579",14.40%,2004
Jhanjharpur,14,GEN,Bihar [2000 Onwards],Devendra Prasad Yadav,Rashtriya Janata Dal,"11,63,817","7,04,243",60.50%,"12,835",1.80%,2004
Jhansi,57,GEN,Uttar Pradesh [2000 Onwards],Chandrapal Singh Yadav,Samajwadi Party,"15,26,320","8,19,636",53.70%,"26,299",3.20%,2004
Jhargram,33,ST,West Bengal,Rupchand Murmu,Communist Party Of India (MARXIST),"10,29,496","7,93,099",77.00%,"3,51,343",44.30%,2004
Jhunjhunu,4,GEN,Rajasthan,Shish Ram Ola,Indian National Congress,"13,70,602","6,79,614",49.60%,"23,355",3.40%,2004
Jodhpur,24,GEN,Rajasthan,Jaswant Singh Bishnoi,Bharatiya Janta Party,"15,72,050","8,63,578",54.90%,"42,495",4.90%,2004
Jorhat,12,GEN,Assam,Bijoy Krishna Handique,Indian National Congress,"10,78,149","6,67,973",62.00%,"51,292",7.70%,2004
Joynagar,15,GEN,West Bengal,Sanat Kumar Mandal,Revolutionary Socialist Party,"11,36,859","8,06,749",71.00%,"2,30,521",28.60%,2004
Jullundur,4,SC,Punjab,Rana Gurjeet Singh,Indian National Congress,"12,21,443","7,42,475",60.80%,"33,463",4.50%,2004
Junagadh,6,GEN,Gujarat,Barad Jasubhai Dhanabhai,Indian National Congress,"12,39,398","6,58,280",53.10%,"40,921",6.20%,2004
Kaira,19,ST,Gujarat,Dinsha Patel,Indian National Congress,"11,46,245","4,50,808",39.30%,"56,749",12.60%,2004
Kairana,79,GEN,Uttar Pradesh [2000 Onwards],Anuradha Choudhary,Rashtriya Lok Dal,"12,20,829","8,16,700",66.90%,"3,42,414",41.90%,2004
Kaiserganj,26,GEN,Uttar Pradesh [2000 Onwards],Beni Prasad Verma,Samajwadi Party,"12,72,807","5,69,938",44.80%,"12,660",2.20%,2004
Kakinada,7,GEN,Andhra Pradesh,Mallipudi Mangapati Pallam Raju,Indian National Congress,"11,64,984","8,32,052",71.40%,"57,252",6.90%,2004
Kalahandi,14,GEN,Orissa,Bikram Keshari Deo,Bharatiya Janta Party,"11,32,680","7,53,897",66.60%,"34,122",4.50%,2004
Kaliabor,11,GEN,Assam,Dip Gogoi,Indian National Congress,"11,53,483","7,63,617",66.20%,"67,198",8.80%,2004
Kanakapura,11,GEN,Karnataka,Tejashwini See Ramesh,Indian National Congress,"26,95,484","15,51,189",57.60%,"1,16,663",7.50%,2004
Kanara,22,SC,Karnataka,Ananthkumar Hegde,Bharatiya Janta Party,"12,07,373","8,32,123",68.90%,"1,72,226",20.70%,2004
Kangra,3,GEN,Himachal Pradesh,Chander Kumar,Indian National Congress,"10,33,686","6,40,345",62.00%,"17,791",2.80%,2004
Kanker,8,GEN,Chhattisgarh,Sohan Potai,Bharatiya Janta Party,"11,52,128","5,53,195",48.00%,"73,626",13.30%,2004
Kannauj,63,GEN,Uttar Pradesh [2000 Onwards],Akhilesh Yadav,Samajwadi Party,"13,46,673","7,59,336",56.40%,"3,07,373",40.50%,2004
Kanpur,61,GEN,Uttar Pradesh [2000 Onwards],Shriprakash Jaiswal,Indian National Congress,"14,27,231","6,18,698",43.40%,"5,638",0.90%,2004
Kapadvanj,16,GEN,Gujarat,Vaghela Shankersinh Laxmansinh,Indian National Congress,"12,65,350","5,95,296",47.10%,"79,435",13.30%,2004
Karad,45,GEN,Maharashtra,Patil Shriniwas Dadasaheb,Nationalist Congress Party,"11,81,744","7,13,822",60.40%,"1,96,730",27.60%,2004
Karimganj,1,SC,Assam,Lalit Mohan Suklabaidya,Indian National Congress,"9,79,105","6,71,065",68.50%,"91,948",13.70%,2004
Karimnagar,37,GEN,Andhra Pradesh,K. Chandra Shakher Rao,Telangana Rashtra Samithi,"13,44,786","8,74,367",65.00%,"1,31,168",15.00%,2004
Karnal,3,SC,Haryana,Arvind Kumar Sharma,Indian National Congress,"12,40,344","8,18,605",66.00%,"1,64,762",20.10%,2004
Karol Bagh,7,GEN,Delhi [1977 Onwards],Krishna Tirath,Indian National Congress,"5,05,236","2,49,184",49.30%,"37,629",15.10%,2004
Karur,26,GEN,Tamil Nadu,"Palanisamy, K. C.",Dravida Munetra Kazhagam,"10,69,359","7,42,800",69.50%,"1,90,876",25.70%,2004
Kasaragod,1,GEN,Kerala,P. Karunakaran,Communist Party Of India (MARXIST),"11,60,134","8,98,746",77.50%,"1,08,256",12.00%,2004
Katihar,25,GEN,Bihar [2000 Onwards],Nikhil Kumar Choudhary,Bharatiya Janta Party,"11,58,042","7,04,422",60.80%,"2,565",0.40%,2004
Katwa,40,GEN,West Bengal,Mahboob Zahedi,Communist Party Of India (MARXIST),"11,69,525","9,63,689",82.40%,"1,43,349",14.90%,2004
Kendrapara,5,ST,Orissa,Archana Nayak,Biju Janata Dal,"11,86,834","8,36,194",70.50%,"86,843",10.40%,2004
Keonjhar,21,ST,Orissa,Ananta Nayak,Bharatiya Janta Party,"11,83,472","8,14,619",68.80%,"49,209",6.00%,2004
Khagaria,28,GEN,Bihar [2000 Onwards],Rabindra Ku. Rana,Rashtriya Janata Dal,"11,96,971","6,75,969",56.50%,"67,123",9.90%,2004
Khajuraho,6,SC,Madhya Pradesh [2000 Onwards],"Dr. Ramkrishna Kushmariya "" Baba Jee """,Bharatiya Janta Party,"15,52,876","7,71,830",49.70%,"1,11,781",14.50%,2004
Khalilabad,32,SC,Uttar Pradesh [2000 Onwards],Bhalchandra Yadava,Bahujan Samaj Party,"13,97,045","7,00,982",50.20%,"27,023",3.90%,2004
Khammam,40,GEN,Andhra Pradesh,Renuka Chowdhury,Indian National Congress,"12,98,614","10,20,523",78.60%,"1,08,888",10.70%,2004
Khandwa,23,GEN,Madhya Pradesh [2000 Onwards],Nand Kumar Singh Chauhan ( NANDU BHAIYA),Bharatiya Janta Party,"12,17,726","6,05,099",49.70%,"1,02,737",17.00%,2004
Khargone,24,ST,Madhya Pradesh [2000 Onwards],Krishna Murari Moghe,Bharatiya Janta Party,"12,87,299","6,51,747",50.60%,"58,617",9.00%,2004
Khed,41,SC,Maharashtra,Adhalarao Patil Shivajirao,Shiv Sena,"13,19,319","7,31,759",55.50%,"20,810",2.80%,2004
Kheri,11,GEN,Uttar Pradesh [2000 Onwards],Ravi Prakash Verma,Samajwadi Party,"14,37,563","7,06,706",49.20%,"11,760",1.70%,2004
Khunti,11,ST,Jharkhand,Sushila Kerketta,Indian National Congress,"9,04,846","4,90,772",54.20%,"51,226",10.40%,2004
Khurja,73,GEN,Uttar Pradesh [2000 Onwards],Ashok Kumar Pradhan,Bharatiya Janta Party,"14,57,828","6,01,160",41.20%,"41,150",6.80%,2004
Kishanganj,23,SC,Bihar [2000 Onwards],Taslimuddin,Rashtriya Janata Dal,"12,78,476","8,13,315",63.60%,"1,60,497",19.70%,2004
Kodarma,5,GEN,Jharkhand,Babulal Marandi,Bharatiya Janta Party,"13,25,734","8,25,697",62.30%,"1,54,944",18.80%,2004
Kokrajhar,5,ST,Assam,Sansuma Khunggur Bwiswmuthiary,Independent,"12,16,553","9,66,915",79.50%,"4,84,129",50.10%,2004
Kolaba,3,GEN,Maharashtra,Barrister A. R. Antulay,Indian National Congress,"12,50,272","7,91,940",63.30%,"31,870",4.00%,2004
Kolar,10,GEN,Karnataka,K.H. Muniyappa,Indian National Congress,"12,62,765","9,07,296",71.90%,"11,635",1.30%,2004
Kolhapur,48,GEN,Maharashtra,Mandlik Sadashivrao Dadoba,Nationalist Congress Party,"11,62,212","8,11,534",69.80%,"14,753",1.80%,2004
Kopargaon,40,GEN,Maharashtra,E. V. Alias Balasaheb Vikhe Patil,Indian National Congress,"10,77,519","6,66,950",61.90%,"87,331",13.10%,2004
Koppal,4,SC,Karnataka,K. Virupaxappa,Indian National Congress,"14,13,496","8,92,586",63.20%,"43,623",4.90%,2004
Koraput,12,ST,Orissa,Giridhar Gamang,Indian National Congress,"11,39,590","7,35,544",64.50%,"43,267",5.90%,2004
Kota,14,GEN,Rajasthan,Raghuveer Singh Koshal,Bharatiya Janta Party,"13,27,073","5,78,740",43.60%,"71,778",12.40%,2004
Kottayam,13,GEN,Kerala,K. Suresh Kurup,Communist Party Of India (MARXIST),"9,63,886","7,03,486",73.00%,"42,914",6.10%,2004
Krishnagar,11,GEN,West Bengal,Jyotirmoyee Sikdar,Communist Party Of India (MARXIST),"11,17,441","9,24,304",82.70%,"20,387",2.20%,2004
Krishnagiri,14,GEN,Tamil Nadu,Sugavanam. E. G,Dravida Munetra Kazhagam,"12,52,580","7,37,744",58.90%,"1,19,222",16.20%,2004
Kurnool,26,GEN,Andhra Pradesh,Kotla Jayasurya Prakasha Reddy,Indian National Congress,"13,10,724","8,18,316",62.40%,"1,01,098",12.40%,2004
Kurukshetra,2,GEN,Haryana,Naveen Jindal,Indian National Congress,"11,61,933","8,50,680",73.20%,"1,60,190",18.80%,2004
Kutch,1,SC,Gujarat,Gadhavi Pushpadan Shambhudan,Bharatiya Janta Party,"10,06,563","4,58,980",45.60%,"28,990",6.30%,2004
Ladakh,4,GEN,Jammu & Kashmir,Thupstan Chhewang,Independent,"1,75,768","1,27,813",72.70%,"25,713",20.10%,2004
Lakhimpur,14,GEN,Assam,Dr. Arun Kumar Sarmah,Asom Gana Parisad,"11,26,632","8,00,101",71.00%,"28,148",3.50%,2004
Lakshadweep,1,ST,Lakshadweep,Dr. P. Pookunhikoya,Janata Dal (United),"39,033","31,820",81.50%,71,0.20%,2004
Lalganj,42,GEN,Uttar Pradesh [2000 Onwards],Daroga Prasad Saroj,Samajwadi Party,"15,58,349","7,63,526",49.00%,"42,731",5.60%,2004
Latur,35,GEN,Maharashtra,Patil Rupatai Diliprao Nilangekar,Bharatiya Janta Party,"12,93,202","8,20,746",63.50%,"30,891",3.80%,2004
Lohardaga,12,ST,Jharkhand,Rameshwar Oraon,Indian National Congress,"9,06,666","4,67,336",51.50%,"90,255",19.30%,2004
Lucknow,16,SC,Uttar Pradesh [2000 Onwards],Atal Bihari Vajpayee,Bharatiya Janta Party,"16,39,922","5,78,501",35.30%,"2,18,375",37.70%,2004
Ludhiana,9,SC,Punjab,Sharanjit Singh Dhillon,Shiromani Akali Dal,"15,60,468","8,69,922",55.80%,"29,540",3.40%,2004
Machhlishahr,43,GEN,Uttar Pradesh [2000 Onwards],Umakant Yadav,Bahujan Samaj Party,"14,74,056","6,76,977",45.90%,"55,382",8.20%,2004
Machilipatnam,12,GEN,Andhra Pradesh,Badiga Ramakrishna,Indian National Congress,"9,93,370","7,52,413",75.70%,"50,341",6.70%,2004
Madhepura,21,SC,Bihar [2000 Onwards],Lalu Prasad,Rashtriya Janata Dal,"11,87,490","6,95,657",58.60%,"69,987",10.10%,2004
Madhubani,13,GEN,Bihar [2000 Onwards],Dr. Shakeel Ahmad,Indian National Congress,"12,57,633","6,95,136",55.30%,"87,079",12.50%,2004
Madras Central,2,GEN,Tamil Nadu,Dayanidhi Maran,Dravida Munetra Kazhagam,"10,45,260","5,12,784",49.10%,"1,34,178",26.20%,2004
Madras North,1,SC,Tamil Nadu,Kuppusami. C,Dravida Munetra Kazhagam,"20,00,866","9,15,786",45.80%,"2,53,539",27.70%,2004
Madras South,3,GEN,Tamil Nadu,"Baalu, T. R.",Dravida Munetra Kazhagam,"19,49,904","9,34,936",48.00%,"2,20,740",23.60%,2004
Madurai,24,GEN,Tamil Nadu,"Mohan, P.",Communist Party Of India (MARXIST),"13,44,023","7,38,136",54.90%,"1,32,840",18.00%,2004
Mahabubnagar,29,GEN,Andhra Pradesh,Devarakonda Vittal Rao,Indian National Congress,"13,65,922","8,66,243",63.40%,"47,907",5.50%,2004
Maharajganj,35,GEN,Uttar Pradesh [2000 Onwards],Pankaj Choudhary,Bharatiya Janta Party,"13,11,205","7,46,614",56.90%,"64,799",8.70%,2004
Maharajganj,6,GEN,Bihar [2000 Onwards],Prabhunath Singh,Janata Dal (United),"11,14,665","6,64,381",59.60%,"46,465",7.00%,2004
Mahasamund,7,GEN,Chhattisgarh,Ajit Jogi,Indian National Congress,"11,69,419","7,70,599",65.90%,"1,18,505",15.40%,2004
Mahendragarh,7,GEN,Haryana,Inderjit Singh,Indian National Congress,"14,29,015","8,48,852",59.40%,"2,10,341",24.80%,2004
Mainpuri,65,GEN,Uttar Pradesh [2000 Onwards],Mulayam Singh Yadav,Samajwadi Party,"12,11,002","7,19,797",59.40%,"3,37,870",46.90%,2004
Malda,7,GEN,West Bengal,A. B. A. Ghani Khan Choudhury,Indian National Congress,"10,88,411","8,44,032",77.60%,"1,11,108",13.20%,2004
Malegaon,13,GEN,Maharashtra,Harischandra Devram Chavan,Bharatiya Janta Party,"12,22,363","5,90,436",48.30%,"4,528",0.80%,2004
Mandi,2,GEN,Himachal Pradesh,Pratibha Singh,Indian National Congress,"10,65,083","6,65,196",62.50%,"66,566",10.00%,2004
Mandla,13,GEN,Madhya Pradesh [2000 Onwards],Faggan Singh Kulaste,Bharatiya Janta Party,"10,95,134","5,88,178",53.70%,"64,897",11.00%,2004
Mandsaur,29,ST,Madhya Pradesh [2000 Onwards],Dr Laxminarayan Pandeya,Bharatiya Janta Party,"13,73,890","7,76,188",56.50%,"1,39,633",18.00%,2004
Mandvi,25,GEN,Gujarat,Chaudhary Tusharbhai Amarsinhbhai,Indian National Congress,"11,49,161","6,44,719",56.10%,"1,73,382",26.90%,2004
Mandya,14,GEN,Karnataka,Ambareesh M. H.,Indian National Congress,"11,98,750","8,56,067",71.40%,"1,24,438",14.50%,2004
Mangaldoi,8,GEN,Assam,Narayan Chandra Borkataky,Bharatiya Janta Party,"12,09,839","8,48,741",70.20%,"29,866",3.50%,2004
Mangalore,17,GEN,Karnataka,D. V. Sadananda Gowda,Bharatiya Janta Party,"11,01,484","7,90,204",71.70%,"33,415",4.20%,2004
Manjeri,5,GEN,Kerala,T. K. Hamza,Communist Party Of India (MARXIST),"12,62,202","9,04,535",71.70%,"47,743",5.30%,2004
Mathura,70,GEN,Uttar Pradesh [2000 Onwards],Manvendra Singh,Indian National Congress,"12,77,346","6,01,855",47.10%,"38,132",6.30%,2004
Mathurapur,16,GEN,West Bengal,Basudeb Barman,Communist Party Of India (MARXIST),"11,13,351","9,05,415",81.30%,"82,028",9.10%,2004
Mavelikara,16,SC,Kerala,C. S. Sujatha,Communist Party Of India (MARXIST),"8,71,592","6,42,816",73.80%,"7,414",1.20%,2004
Mayiladuturai,29,SC,Tamil Nadu,Mani Shankar Aiyar,Indian National Congress,"10,22,018","6,93,551",67.90%,"1,95,691",28.20%,2004
Mayurbhanj,1,GEN,Orissa,Sudam Marndi,Jharkhand Mukti Morcha,"9,90,544","6,95,815",70.30%,"7,972",1.10%,2004
Medak,33,GEN,Andhra Pradesh,A. Narendra,Telangana Rashtra Samithi,"12,59,126","8,99,374",71.40%,"1,23,766",13.80%,2004
Meerut,76,GEN,Uttar Pradesh [2000 Onwards],Mohd. Shahid,Bahujan Samaj Party,"13,29,974","6,97,471",52.40%,"69,336",9.90%,2004
Mehsana,12,GEN,Gujarat,Jivabhai Ambalal Patel,Indian National Congress,"12,36,066","6,95,357",56.30%,"14,511",2.10%,2004
Midnapore,32,GEN,West Bengal,Prabodh Panda,Communist Party Of India,"11,52,887","9,05,208",78.50%,"1,60,760",17.80%,2004
Miryalguda,42,GEN,Andhra Pradesh,Jaipal Reddy Sudini,Indian National Congress,"12,89,342","9,61,408",74.60%,"2,16,907",22.60%,2004
Mirzapur,50,SC,Uttar Pradesh [2000 Onwards],Narendra Kumar Kushwaha,Bahujan Samaj Party,"16,30,287","7,28,003",44.70%,"36,412",5.00%,2004
Misrikh,14,SC,Uttar Pradesh [2000 Onwards],Ashok Kumar Rawat,Bahujan Samaj Party,"12,34,107","5,51,699",44.70%,"19,403",3.50%,2004
Mizoram,1,ST,Mizoram,Vanlalzawma,Mizo National Front,"5,49,959","3,45,372",62.80%,"23,694",6.90%,2004
Mohanlalganj,17,GEN,Uttar Pradesh [2000 Onwards],Jai Prakash,Samajwadi Party,"12,78,376","5,71,848",44.70%,"2,568",0.40%,2004
Monghyr,29,GEN,Bihar [2000 Onwards],Jay Prakash Narayan Yadav,Rashtriya Janata Dal,"13,10,042","8,38,209",64.00%,"1,15,927",13.80%,2004
Moradabad,3,GEN,Uttar Pradesh [2000 Onwards],Dr. Shafiqurrahman Barq,Samajwadi Party,"13,53,266","6,55,173",48.40%,"35,840",5.50%,2004
Morena,1,GEN,Madhya Pradesh [2000 Onwards],Ashok Chhaviram Argal,Bharatiya Janta Party,"14,34,889","4,86,871",33.90%,"1,47,320",30.30%,2004
Mormugao,2,GEN,Goa,Alemao Churchil Braz,Indian National Congress,"5,15,504","2,97,186",57.70%,"50,524",17.00%,2004
Motihari,3,GEN,Bihar [2000 Onwards],Akhiles Prasad Singh,Rashtriya Janata Dal,"12,21,716","6,79,070",55.60%,"97,024",14.30%,2004
Mukundapuram,10,GEN,Kerala,Lonappan Nambadan,Communist Party Of India (MARXIST),"10,24,150","7,21,958",70.50%,"1,17,097",16.20%,2004
